Region,District,Ward,Village,Total Population
Rukwa ,Sumbawanga Municipal ,izia,shule,1
Rukwa ,Sumbawanga Municipal ,izia,masimba,551
Rukwa ,Sumbawanga Municipal ,izia,kaozya,1
Rukwa ,Sumbawanga Municipal ,izia,kati,563
Rukwa ,Sumbawanga Municipal ,izia,soko,658
Rukwa ,Sumbawanga Municipal ,izia,burudani,324
Rukwa ,Sumbawanga Municipal ,izia,makaza,353
Rukwa ,Sumbawanga Municipal ,izia,zimamoto,634
Rukwa ,Sumbawanga Municipal ,izia,uwanja wa ndege,711
Rukwa ,Sumbawanga Municipal ,izia,mbugani,2
Rukwa ,Sumbawanga Municipal ,izia,yatima,428
Rukwa ,Sumbawanga Municipal ,izia,reginamundi,983
Rukwa ,Sumbawanga Municipal ,izia,tanesco,4
Rukwa ,Sumbawanga Municipal ,izia,mafulala,4
Rukwa ,Sumbawanga Municipal ,katandala,katandala a,1
Rukwa ,Sumbawanga Municipal ,katandala,kasakalawe,1
Rukwa ,Sumbawanga Municipal ,katandala,katandala b,1
Rukwa ,Sumbawanga Municipal ,katandala,katandala c,565
Rukwa ,Sumbawanga Municipal ,katandala,bomani,2
Rukwa ,Sumbawanga Municipal ,katandala,nhc,593
Rukwa ,Sumbawanga Municipal ,katandala,jangwani,495
Rukwa ,Sumbawanga Municipal ,katandala,community centre,478
Rukwa ,Sumbawanga Municipal ,katandala,soko matola,1
Rukwa ,Sumbawanga Municipal ,katandala,mbizi a,1
Rukwa ,Sumbawanga Municipal ,katandala,mbizi b,847
Rukwa ,Sumbawanga Municipal ,katandala,anglican b,1
Rukwa ,Sumbawanga Municipal ,katandala,anglican a,862
Rukwa ,Sumbawanga Municipal ,old sumbawanga,"edeni ""a""",6
Rukwa ,Sumbawanga Municipal ,old sumbawanga,"edeni ""b""",5
Rukwa ,Sumbawanga Municipal ,old sumbawanga,mpasi,723
Rukwa ,Sumbawanga Municipal ,old sumbawanga,yeswe,607
Rukwa ,Sumbawanga Municipal ,old sumbawanga,momoka,934
Rukwa ,Sumbawanga Municipal ,old sumbawanga,kaswepepe,488
Rukwa ,Sumbawanga Municipal ,old sumbawanga,tambazi,2
Rukwa ,Sumbawanga Municipal ,old sumbawanga,katusa,288
Rukwa ,Sumbawanga Municipal ,old sumbawanga,kasoni,324
Rukwa ,Sumbawanga Municipal ,old sumbawanga,kiatu,314
Rukwa ,Sumbawanga Municipal ,old sumbawanga,kimalaunga,296
Rukwa ,Sumbawanga Municipal ,old sumbawanga,ngalu,247
Rukwa ,Sumbawanga Municipal ,old sumbawanga,wakulinganga,330
Rukwa ,Sumbawanga Municipal ,old sumbawanga,chisi cha mfipa,446
Rukwa ,Sumbawanga Municipal ,old sumbawanga,kapufi,466
Rukwa ,Sumbawanga Municipal ,old sumbawanga,isachi,193
Rukwa ,Sumbawanga Municipal ,old sumbawanga,sumbawanga,232
Rukwa ,Sumbawanga Municipal ,old sumbawanga,ufipa,264
Rukwa ,Sumbawanga Municipal ,old sumbawanga,mtumbuka,373
Rukwa ,Sumbawanga Municipal ,old sumbawanga,kamita,2
Rukwa ,Sumbawanga Municipal ,old sumbawanga,katuma,1
Rukwa ,Sumbawanga Municipal ,old sumbawanga,mbarika,1
Rukwa ,Sumbawanga Municipal ,kizwite,o.t.c,4
Rukwa ,Sumbawanga Municipal ,kizwite,majengo,835
Rukwa ,Sumbawanga Municipal ,kizwite,kizwite,632
Rukwa ,Sumbawanga Municipal ,kizwite,trm,422
Rukwa ,Sumbawanga Municipal ,kizwite,ndua,1
Rukwa ,Sumbawanga Municipal ,kizwite,mtumbuka,1
Rukwa ,Sumbawanga Municipal ,kizwite,makwasa,899
Rukwa ,Sumbawanga Municipal ,kizwite,nantacha,3
Rukwa ,Sumbawanga Municipal ,kizwite,kasisiwe,2
Rukwa ,Sumbawanga Municipal ,kizwite,utengule,1
Rukwa ,Sumbawanga Municipal ,ntendo,fyengelezya,2
Rukwa ,Sumbawanga Municipal ,ntendo,luwa,5
Rukwa ,Sumbawanga Municipal ,ntendo,ntendo,4
Rukwa ,Sumbawanga Municipal ,ntendo,kanondo,2
Rukwa ,Sumbawanga Municipal ,senga,senga,2
Rukwa ,Sumbawanga Municipal ,senga,kankwale,3
Rukwa ,Sumbawanga Municipal ,senga,wipanga,2
Rukwa ,Sumbawanga Municipal ,mollo,malonje,3
Rukwa ,Sumbawanga Municipal ,mollo,isesa,5
Rukwa ,Sumbawanga Municipal ,mollo,ulinji,3
Rukwa ,Sumbawanga Municipal ,mollo,mawenzusi,6
Rukwa ,Sumbawanga Municipal ,pito,malagano,4
Rukwa ,Sumbawanga Municipal ,pito,pito,2
Rukwa ,Sumbawanga Municipal ,pito,katumba,5
Rukwa ,Sumbawanga Municipal ,pito,tamasenga,5
Rukwa ,Sumbawanga Municipal ,milanzi,milanzi,5
Rukwa ,Sumbawanga Municipal ,milanzi,mlanda,6
Rukwa ,Sumbawanga Municipal ,milanzi,mambogo,2
Rukwa ,Sumbawanga Municipal ,matanga,matanga,4
Rukwa ,Sumbawanga Municipal ,matanga,kisumba,3
Rukwa ,Sumbawanga Municipal ,matanga,chelenganya,2
Rukwa ,Sumbawanga Municipal ,kasense,kasense,3
Rukwa ,Sumbawanga Municipal ,kasense,chipu,4
Rukwa ,Sumbawanga Municipal ,kasense,mtimbwa,5
Rukwa ,Sumbawanga Municipal ,majengo,bwawani b,471
Rukwa ,Sumbawanga Municipal ,majengo,majengo a,2
Rukwa ,Sumbawanga Municipal ,majengo,majengo b,2
Rukwa ,Sumbawanga Municipal ,majengo,majengo d,2
Rukwa ,Sumbawanga Municipal ,majengo,bwawani a,1
Rukwa ,Sumbawanga Municipal ,majengo,kristo mfalme,1
Rukwa ,Sumbawanga Municipal ,majengo,mtakuja a,571
Rukwa ,Sumbawanga Municipal ,majengo,mtakuja b,1
Rukwa ,Sumbawanga Municipal ,majengo,majengo c,3
Rukwa ,Sumbawanga Municipal ,majengo,king'ombe,654
Rukwa ,Sumbawanga Municipal ,majengo,mponda,1
Rukwa ,Sumbawanga Municipal ,majengo,kaloleni,834
Rukwa ,Sumbawanga Municipal ,chanji,king'ombe,1
Rukwa ,Sumbawanga Municipal ,chanji,kisiwani,4
Rukwa ,Sumbawanga Municipal ,chanji,chemka,2
Rukwa ,Sumbawanga Municipal ,chanji,kilimani,2
Rukwa ,Sumbawanga Municipal ,chanji,chemchem,802
Rukwa ,Sumbawanga Municipal ,chanji,msua,1
Rukwa ,Sumbawanga Municipal ,chanji,maweni,539
Rukwa ,Sumbawanga Municipal ,chanji,malinga,1
Rukwa ,Sumbawanga Municipal ,chanji,sokodogo,2
Rukwa ,Sumbawanga Municipal ,chanji,kichangani,1
Rukwa ,Sumbawanga Municipal ,chanji,namteketa,479
Rukwa ,Sumbawanga Municipal ,chanji,nankasi,871
Rukwa ,Sumbawanga Municipal ,chanji,bondeni,581
Rukwa ,Sumbawanga Municipal ,chanji,chanji a,516
Rukwa ,Sumbawanga Municipal ,chanji,bombani,404
Rukwa ,Sumbawanga Municipal ,chanji,kati,274
Rukwa ,Sumbawanga Municipal ,chanji,kawama,1
Rukwa ,Sumbawanga Municipal ,chanji,mlanzi,883
Rukwa ,Sumbawanga Municipal ,chanji,kantalamba,3
Kigoma ,Kibondo ,misezero,kumkugwa,4
Kigoma ,Kibondo ,misezero,twabagondozi,4
Kigoma ,Kibondo ,bitare,bitare,5
Kigoma ,Kibondo ,bitare,kumhama,5
Kigoma ,Kibondo ,kibondo,nabuhima,2
Kigoma ,Kibondo ,kibondo,kibondo,23
Kigoma ,Kibondo ,kibondo,nengo,6
Kigoma ,Kibondo ,kibondo,biturana,4
Kigoma ,Kibondo ,kibondo,kumwambu,4
Kigoma ,Kibondo ,murungu,kumbanga,2
Kigoma ,Kibondo ,murungu,kumhasha,5
Kigoma ,Kibondo ,busagara,kumkuyu,2
Kigoma ,Kibondo ,busagara,kasaka,6
Kigoma ,Kibondo ,busagara,nyaruyoba,6
Kigoma ,Kibondo ,busagara,kigendeka,6
Kigoma ,Kibondo ,busagara,kifura,11
Kigoma ,Kibondo ,rugongwe,kigaga,6
Kigoma ,Kibondo ,rugongwe,kichananga,5
Kigoma ,Kibondo ,rugongwe,magarama,6
Kigoma ,Kibondo ,rugongwe,kigina,10
Kigoma ,Kibondo ,busunzu,kisogwe,4
Kigoma ,Kibondo ,busunzu,busunzu,9
Kigoma ,Kibondo ,busunzu,nyankwi,11
Kigoma ,Kibondo ,kumsenga,kumsenga,8
Kigoma ,Kibondo ,kumsenga,kagezi,8
Kigoma ,Kibondo ,kumsenga,kibuye,6
Kigoma ,Kibondo ,kizazi,kumshwabure,6
Kigoma ,Kibondo ,kizazi,nyarugusu,6
Kigoma ,Kibondo ,kizazi,nyabitaka,6
Kigoma ,Kibondo ,mabamba,nyakasanda,5
Kigoma ,Kibondo ,mabamba,mukarazi,3
Kigoma ,Kibondo ,mabamba,mabamba,6
Kigoma ,Kibondo ,mabamba,nyange,3
Kigoma ,Kibondo ,mabamba,mukarazi,406
Kigoma ,Kibondo ,bunyanbo,minyinya,7
Kigoma ,Kibondo ,bunyanbo,bunyambo,2
Kigoma ,Kibondo ,bunyanbo,samvura,4
Kigoma ,Kibondo ,itaba,kigogo,5
Kigoma ,Kibondo ,itaba,buyezi,5
Kigoma ,Kibondo ,itaba,mukabuye,8
Kigoma ,Kibondo ,kitahana,kitahana,8
Kigoma ,Kibondo ,kitahana,rusohoko,8
Kigoma ,Kibondo ,kitahana,kibingo,6
Kigoma ,Kibondo ,kitahana,rugunga,2
Kigoma ,Kasulu ,kitanga,kitanga,21
Kigoma ,Kasulu ,herushingo,kigadye,7
Kigoma ,Kasulu ,herushingo,nyarugusu,5
Kigoma ,Kasulu ,herushingo,herushingo,6
Kigoma ,Kasulu ,nyamidaho,mvugwe,13
Kigoma ,Kasulu ,nyamidaho,nyamidaho,5
Kigoma ,Kasulu ,kitagata,makere,49
Kigoma ,Kasulu ,kitagata,kitagata,49
Kigoma ,Kasulu ,kitagata,kitagata - zone 2,519
Kigoma ,Kasulu ,kitagata,nyarugusu -  zone 3,291
Kigoma ,Kasulu ,kitagata,nyarugusu -  zone 4,208
Kigoma ,Kasulu ,kitagata,nyarugusu -  zone 5,706
Kigoma ,Kasulu ,kitagata,nyarugusu -  zone 7,5
Kigoma ,Kasulu ,nyachenda,mwali,6
Kigoma ,Kasulu ,nyachenda,nyachenda,8
Kigoma ,Kasulu ,buhoro,shunga,25
Kigoma ,Kasulu ,buhoro,shunga(mtabila refugees camp),14
Kigoma ,Kasulu ,buhoro,shunga,708
Kigoma ,Kasulu ,buhoro,buhoro,20
Kigoma ,Kasulu ,nyamnyusi,nyamnyusi,7
Kigoma ,Kasulu ,nyamnyusi,kitema,10
Kigoma ,Kasulu ,nyakitonto,mugombe,9
Kigoma ,Kasulu ,nyakitonto,nyakitonto,11
Kigoma ,Kasulu ,kagerankanda,muvinza,5
Kigoma ,Kasulu ,kagerankanda,kagerakanda,9
Kigoma ,Kasulu ,kurugongo,nyenge,6
Kigoma ,Kasulu ,kurugongo,migunga,2
Kigoma ,Kasulu ,kurugongo,chekenya,3
Kigoma ,Kasulu ,kurugongo,kurugongo,3
Kigoma ,Kasulu ,kurugongo,kabulanzwili ,7
Kigoma ,Kasulu ,rungwe mpya,rungwe mpya,12
Kigoma ,Kasulu ,rungwe mpya,kaguruka,3
Kigoma ,Kasulu ,asantenyerere,sogeeni kwiliba,3
Kigoma ,Kasulu ,asantenyerere,asante nyerere,4
Kigoma ,Kasulu ,titye,lalambe,4
Kigoma ,Kasulu ,titye,titye,8
Kigoma ,Kasulu ,shunguliba,shunguliba,2
Kigoma ,Kasulu ,shunguliba,malalo,1
Kigoma ,Kasulu ,shunguliba,kazage,1
Kigoma ,Kasulu ,muzye,muzye,6
Kigoma ,Kasulu ,muzye,mutala,7
Kigoma ,Kasulu ,bugaga,bugaga,9
Kigoma ,Kasulu ,bugaga,nkundutsi,5
Kigoma ,Kasulu ,kigembe,kasangezi,11
Kigoma ,Kasulu ,kigembe,kigembe,2
Kigoma ,Kasulu ,rusesa,rusesa,12
Kigoma ,Kasulu ,rusesa,zeze,7
Kigoma ,Kasulu ,kwaga,kalela,10
Kigoma ,Kasulu ,kwaga,kwaga,9
Kigoma ,Kigoma Rural ,kagunga,kagunga,11
Kigoma ,Kigoma Rural ,kagunga,zashe,6
Kigoma ,Kigoma Rural ,mkigo,mkigo,7
Kigoma ,Kigoma Rural ,mkigo,nyarubanda,9
Kigoma ,Kigoma Rural ,mwamgongo,kiziba,6
Kigoma ,Kigoma Rural ,mwamgongo,bugamba,4
Kigoma ,Kigoma Rural ,mwamgongo,mwamgongo,6
Kigoma ,Kigoma Rural ,kalinzi,kalinzi,10
Kigoma ,Kigoma Rural ,kalinzi,matyazo,8
Kigoma ,Kigoma Rural ,kalinzi,mkabogo,9
Kigoma ,Kigoma Rural ,bitale,bubango,5
Kigoma ,Kigoma Rural ,bitale,bitale,9
Kigoma ,Kigoma Rural ,bitale,kizenga,7
Kigoma ,Kigoma Rural ,mkongoro,chankele,3
Kigoma ,Kigoma Rural ,mkongoro,mkongoro,9
Kigoma ,Kigoma Rural ,mkongoro,nyamhoza,7
Kigoma ,Kigoma Rural ,mahembe,chankabwimba,5
Kigoma ,Kigoma Rural ,mahembe,nkungwe,9
Kigoma ,Kigoma Rural ,mahembe,mahembe,8
Kigoma ,Kigoma Rural ,matendo,kidahwe,10
Kigoma ,Kigoma Rural ,matendo,matendo,8
Kigoma ,Kigoma Rural ,matendo,pamila,5
Kigoma ,Kigoma Rural ,mungonya,msimba,7
Kigoma ,Kigoma Rural ,mungonya,kamara,5
Kigoma ,Kigoma Rural ,kagongo,mtanga,4
Kigoma ,Kigoma Rural ,kagongo,mgaraganza,7
Kigoma ,Kigoma Rural ,kagongo,kagongo,4
Kigoma ,Kigoma Rural ,kagongo,kigalye,2
Kigoma ,Kigoma Rural ,kagongo,kalalangabo,2
Kigoma ,Kigoma Rural ,mwandiga,kiganza,5
Kigoma ,Kigoma Rural ,mwandiga,kibingo,6
Kigoma ,Kigoma Rural ,mwandiga,mwandiga,7
Kigoma ,Kigoma Municipal,gungu,kikungu,5
Kigoma ,Kigoma Municipal,gungu,mwenge,2
Kigoma ,Kigoma Municipal,gungu,masanga,8
Kigoma ,Kigoma Municipal,gungu,gezaulole,10
Kigoma ,Kigoma Municipal,kibirizi,kibirizi,9
Kigoma ,Kigoma Municipal,kibirizi,bushabani,8
Kigoma ,Kigoma Municipal,kibirizi,butunga,8
Kigoma ,Kigoma Municipal,buhanda,masanga,6
Kigoma ,Kigoma Municipal,buhanda,mgeo,2
Kigoma ,Kigoma Municipal,businde,msufini,1
Kigoma ,Kigoma Municipal,businde,mungonya,1
Kigoma ,Kigoma Municipal,machinjioni,wakuha,986
Kigoma ,Kigoma Municipal,machinjioni,kitenge,1
Kigoma ,Kigoma Municipal,machinjioni,ukumbi,821
Kigoma ,Kigoma Municipal,machinjioni,kirugu,570
Kigoma ,Kigoma Municipal,kagera,kibwe,2
Kigoma ,Kigoma Municipal,kagera,kanswa,2
Kigoma ,Kigoma Municipal,kagera,mkese,2
Kigoma ,Kigoma Municipal,kagera,mgumile,3
Kigoma ,Kigoma Municipal,kasimbu,lumumba,748
Kigoma ,Kigoma Municipal,kasimbu,mashine,792
Kigoma ,Kigoma Municipal,kasimbu,ndahiriwe,2
Kigoma ,Kigoma Municipal,kasimbu,busomero,1
Kigoma ,Kigoma Municipal,rubuga,kipande,363
Kigoma ,Kigoma Municipal,rubuga,ndarabu,540
Kigoma ,Kigoma Municipal,rubuga,wahombwe,801
Kigoma ,Kigoma Municipal,rubuga,rubuga,930
Kigoma ,Kigoma Municipal,kasingirima,mgombewa,629
Kigoma ,Kigoma Municipal,kasingirima,kasulu,616
Kigoma ,Kigoma Municipal,kasingirima,livingstone,1
Kigoma ,Kigoma Municipal,kasingirima,matofalini,590
Kigoma ,Kigoma Municipal,majengo,bonde,2
Kigoma ,Kigoma Municipal,majengo,rusimbi,1
Kigoma ,Kigoma Municipal,majengo,bugongwa,884
Kigoma ,Kigoma Municipal,majengo,katonyanga,577
Kigoma ,Kigoma Municipal,kitongoni,kabondo,3
Kigoma ,Kigoma Municipal,kitongoni,wafipa,2
Kigoma ,Kigoma Municipal,kitongoni,mnazi mmoja,2
Kigoma ,Kigoma Municipal,kipampa,rutale,4
Kigoma ,Kigoma Municipal,kipampa,kawawa,4
Kigoma ,Kigoma Municipal,rusimbi,taifa,5
Kigoma ,Kigoma Municipal,rusimbi,kawawa,2
Kigoma ,Kigoma Municipal,buzebazeba,lake tanganyika,8
Kigoma ,Kigoma Municipal,buzebazeba,sokoine,8
Kigoma ,Kigoma Municipal,buzebazeba,burega,3
Kigoma ,Kigoma Municipal,mwanga kusini,game,560
Kigoma ,Kigoma Municipal,mwanga kusini,lumumba,568
Kigoma ,Kigoma Municipal,mwanga kusini,simu,1
Kigoma ,Kigoma Municipal,mwanga kusini,shauri moyo,1
Kigoma ,Kigoma Municipal,mwanga kusini,rusimbi,1
Kigoma ,Kigoma Municipal,mwanga kusini,yusuph,1
Kigoma ,Kigoma Municipal,mwanga kusini,mahongwe,1
Kigoma ,Kigoma Municipal,mwanga kusini,msikiti,1
Kigoma ,Kigoma Municipal,mwanga kusini,vamiya,1
Kigoma ,Kigoma Municipal,mwanga kusini,kilimahewa,7
Kigoma ,Kigoma Municipal,kigoma,lumumba,2
Kigoma ,Kigoma Municipal,kigoma,shede,1
Kigoma ,Kigoma Municipal,kigoma,mjimwema,3
Kigoma ,Kigoma Municipal,bangwe,kamala,9
Kigoma ,Kigoma Municipal,bangwe,buteko,1
Kigoma ,Kigoma Municipal,bangwe,katonga,6
Kigoma ,Kigoma Municipal,mwanga kaskazini,mlole,9
Kigoma ,Kigoma Municipal,mwanga kaskazini,ujenzi,6
Kigoma ,Kigoma Municipal,mwanga kaskazini,kisangani,10
Kigoma ,Kigoma Municipal,mwanga kaskazini,vamia,205
Kigoma ,Kigoma Municipal,katubuka,uwanja wa ndege,6
Kigoma ,Kigoma Municipal,katubuka,katubuka,10
Kigoma ,Kigoma Municipal,katubuka,mwanga sokoni,8
Kigoma ,Uvinza ,kalya,sibwesa,5
Kigoma ,Uvinza ,kalya,kalya,7
Kigoma ,Uvinza ,kalya,kashagulu,10
Kigoma ,Uvinza ,buhingu,kalilani,3
Kigoma ,Uvinza ,buhingu,nkonkwa,6
Kigoma ,Uvinza ,buhingu,buhingu,8
Kigoma ,Uvinza ,igalula,mgambazi,5
Kigoma ,Uvinza ,igalula,lubalisi,3
Kigoma ,Uvinza ,igalula,rukoma,8
Kigoma ,Uvinza ,igalula,igalula,7
Kigoma ,Uvinza ,sigunga,sigunga,11
Kigoma ,Uvinza ,sigunga,herembe,5
Kigoma ,Uvinza ,sigunga,kaparamsenga,5
Kigoma ,Uvinza ,sunuka,karago,10
Kigoma ,Uvinza ,sunuka,songambele,5
Kigoma ,Uvinza ,sunuka,sunuka,9
Kigoma ,Uvinza ,sunuka,kirando,9
Kigoma ,Uvinza ,sunuka,lyabusende,3
Kigoma ,Uvinza ,ilagala,mwakizega,20
Kigoma ,Uvinza ,ilagala,ilagala,27
Kigoma ,Uvinza ,simbo,simbo ,9
Kigoma ,Uvinza ,simbo,kasulu,8
Kigoma ,Uvinza ,simbo,nyamuli,4
Kigoma ,Uvinza ,simbo,kaseke,12
Kigoma ,Uvinza ,kandaga,mlela,7
Kigoma ,Uvinza ,kandaga,kalenge,12
Kigoma ,Uvinza ,kandaga,kandaga,5
Kigoma ,Uvinza ,kazuramimba,nyanganga,7
Kigoma ,Uvinza ,kazuramimba,kazuramimba,26
Kigoma ,Uvinza ,kazuramimba,mwamila,2
Kigoma ,Uvinza ,uvinza,basanza,13
Kigoma ,Uvinza ,uvinza,chakuru,5
Kigoma ,Uvinza ,uvinza,uvinza,16
Kigoma ,Uvinza ,mganza,malagarasi,17
Kigoma ,Uvinza ,mganza,kasisi,2
Kigoma ,Uvinza ,mganza,mganza,6
Kigoma ,Uvinza ,mtego wa noti,mtego wa noti,8
Kigoma ,Uvinza ,mtego wa noti,ilalanguru,4
Kigoma ,Uvinza ,mtego wa noti,chagu,4
Kigoma ,Uvinza ,nguruka,nguruka,15
Kigoma ,Uvinza ,nguruka,nyangabo,12
Kigoma ,Uvinza ,itebula,bweru,12
Kigoma ,Uvinza ,itebula,itebula,13
Kigoma ,Buhigwe ,nyamugali,nyamugali,6
Kigoma ,Buhigwe ,nyamugali,nyamgari,393
Kigoma ,Buhigwe ,nyamugali,bulimanyi,4
Kigoma ,Buhigwe ,biharu,kigege,2
Kigoma ,Buhigwe ,biharu,biharu,7
Kigoma ,Buhigwe ,muyama,nyanga,6
Kigoma ,Buhigwe ,muyama,kalege,4
Kigoma ,Buhigwe ,kajana,kasumo,7
Kigoma ,Buhigwe ,kajana,kajana,7
Kigoma ,Buhigwe ,mugera,mugera,9
Kigoma ,Buhigwe ,mugera,katundu,6
Kigoma ,Buhigwe ,kilelema,kilelema,8
Kigoma ,Buhigwe ,kilelema,migongo,7
Kigoma ,Buhigwe ,munyegera,songambele,5
Kigoma ,Buhigwe ,munyegera,munyegera,8
Kigoma ,Buhigwe ,buhigwe,mulera,5
Kigoma ,Buhigwe ,buhigwe,buhigwe,6
Kigoma ,Buhigwe ,buhigwe,nyankoronko,5
Kigoma ,Buhigwe ,kibande,kibande,6
Kigoma ,Buhigwe ,kibande,bweranka,4
Kigoma ,Buhigwe ,janda,bukuba,14
Kigoma ,Buhigwe ,janda,janda,8
Kigoma ,Buhigwe ,janda,kirungu,7
Kigoma ,Buhigwe ,munzeze,munzeze,12
Kigoma ,Buhigwe ,munzeze,kigogwe,7
Kigoma ,Buhigwe ,rusaba,rusaba,12
Kigoma ,Buhigwe ,rusaba,kinazi,9
Kigoma ,Buhigwe ,muhinda,mahinda,9
Kigoma ,Buhigwe ,muhinda,mubanga,6
Kigoma ,Buhigwe ,muhinda,nyaruboza,4
Kigoma ,Buhigwe ,munanila,kitambuka,9
Kigoma ,Buhigwe ,munanila,mkatanga,8
Kigoma ,Buhigwe ,munanila,mnamila,8
Kigoma ,Buhigwe ,munanila,nyakimwe,9
Kigoma ,Buhigwe ,mwayaya,kibwigwa,10
Kigoma ,Buhigwe ,mwayaya,mwayaya,10
Kigoma ,Kakonko ,nyabibuye,rumashi,4
Kigoma ,Kakonko ,nyabibuye,nyabibuye,6
Kigoma ,Kakonko ,nyamtukuza,nyamtukuza,5
Kigoma ,Kakonko ,nyamtukuza,kinyinya,6
Kigoma ,Kakonko ,nyamtukuza,chulazo,4
Kigoma ,Kakonko ,muhange,gwarama,9
Kigoma ,Kakonko ,muhange,rubale,8
Kigoma ,Kakonko ,muhange,muhange,7
Kigoma ,Kakonko ,kasuga,nyakayenzi,5
Kigoma ,Kakonko ,kasuga,kinonko,6
Kigoma ,Kakonko ,kasuga,kasuga,6
Kigoma ,Kakonko ,kakonko,mbizi,3
Kigoma ,Kakonko ,kakonko,kanyonza,7
Kigoma ,Kakonko ,kakonko,muganza,4
Kigoma ,Kakonko ,kakonko,itumbiko,4
Kigoma ,Kakonko ,kakonko,kakonko,5
Kigoma ,Kakonko ,kiziguzigu,kiziguzigu,3
Kigoma ,Kakonko ,kiziguzigu,kiyobera,3
Kigoma ,Kakonko ,kiziguzigu,ruyenzi,2
Kigoma ,Kakonko ,kiziguzigu,kabingo,5
Kigoma ,Kakonko ,rugenge,kiga,5
Kigoma ,Kakonko ,rugenge,kasongati,6
Kigoma ,Kakonko ,kasanda,chilambo,3
Kigoma ,Kakonko ,kasanda,kasanda,10
Kigoma ,Kakonko ,kasanda,kazilamihunda,6
Kigoma ,Kakonko ,gwanumpu,bukirilo,9
Kigoma ,Kakonko ,gwanumpu,gwanumpu,5
Kigoma ,Kakonko ,katanga,ilabiro,4
Kigoma ,Kakonko ,katanga,katanga,7
Kigoma ,Kakonko ,mugunzu,nyagwijima,6
Kigoma ,Kakonko ,mugunzu,kiduduye,4
Kigoma ,Kakonko ,mugunzu,mugunzu,1
Kigoma ,Kasulu TC ,muganza,mwanga,8
Kigoma ,Kasulu TC ,muganza,muganza,10
Kigoma ,Kasulu TC ,kigondo,kidyama,11
Kigoma ,Kasulu TC ,kigondo,kigondo,5
Kigoma ,Kasulu TC ,msambara,kabanga,12
Kigoma ,Kasulu TC ,msambara,msambara,10
Kigoma ,Kasulu TC ,ruhita,kanazi,9
Kigoma ,Kasulu TC ,ruhita,ruhita,7
Kigoma ,Kasulu TC ,nyumbigwa,nyumbigwa,5
Kigoma ,Kasulu TC ,nyumbigwa,kasyenene,7
Kigoma ,Kasulu TC ,murufiti,murufiti,9
Kigoma ,Kasulu TC ,nyansha,nyantare,5
Kigoma ,Kasulu TC ,nyansha,nyansha,9
Kigoma ,Kasulu TC ,kasulu mjini,kusenga,12
Kigoma ,Kasulu TC ,kasulu mjini,mwilamuya,7
Kigoma ,Kasulu TC ,kasulu mjini,murusi,16
Kigoma ,Kasulu TC ,kasulu mjini,murubona,22
Kigoma ,Kasulu TC ,kasulu mjini,kumnyika,11
Kigoma ,Kasulu TC ,muhunga,karunga,7
Kigoma ,Kasulu TC ,muhunga,heru juu,10
Kigoma ,Kasulu TC ,muhunga,muhunga,10
Kigoma ,Kasulu TC ,muhunga,marumba,6
Shinyanga ,Shinyanga Municipal ,mwamalili,bushora,887
Shinyanga ,Shinyanga Municipal ,mwamalili,mwamalili,2
Shinyanga ,Shinyanga Municipal ,mwamalili,seseko,4
Shinyanga ,Shinyanga Municipal ,kolandoto,kolandoto,6
Shinyanga ,Shinyanga Municipal ,kolandoto,mwamagunguli,3
Shinyanga ,Shinyanga Municipal ,kolandoto,galamba,3
Shinyanga ,Shinyanga Municipal ,ngokolo,magadula,3
Shinyanga ,Shinyanga Municipal ,ngokolo,ngokolo,6
Shinyanga ,Shinyanga Municipal ,ngokolo,majengo mapya,11
Shinyanga ,Shinyanga Municipal ,ibadakuli,uzogore,3
Shinyanga ,Shinyanga Municipal ,ibadakuli,ibadakuli,6
Shinyanga ,Shinyanga Municipal ,ibadakuli,mwagala,3
Shinyanga ,Shinyanga Municipal ,shinyanga mjini,miti mirefu,1
Shinyanga ,Shinyanga Municipal ,shinyanga mjini,kaunda,2
Shinyanga ,Shinyanga Municipal ,shinyanga mjini,buzuka,2
Shinyanga ,Shinyanga Municipal ,chamaguha,chamaguha,3
Shinyanga ,Shinyanga Municipal ,chamaguha,tanesco,2
Shinyanga ,Shinyanga Municipal ,ibinzamata,bugwandege,3
Shinyanga ,Shinyanga Municipal ,ibinzamata,ibinzamata,2
Shinyanga ,Shinyanga Municipal ,kitangili,songambele,6
Shinyanga ,Shinyanga Municipal ,kitangili,kitangili,3
Shinyanga ,Shinyanga Municipal ,kizumbi,bugayambelele,5
Shinyanga ,Shinyanga Municipal ,kizumbi,mwamashele,2
Shinyanga ,Shinyanga Municipal ,kizumbi,nhelegani,5
Shinyanga ,Shinyanga Municipal ,mwawaza,negezi,2
Shinyanga ,Shinyanga Municipal ,mwawaza,mwawaza,2
Shinyanga ,Shinyanga Municipal ,mwawaza,bugimbagu,1
Shinyanga ,Shinyanga Municipal ,ndala,luhende,626
Shinyanga ,Shinyanga Municipal ,ndala,ndala,1
Shinyanga ,Shinyanga Municipal ,ndala,mlepa,3
Shinyanga ,Shinyanga Municipal ,ndala,mwabundu,1
Shinyanga ,Shinyanga Municipal ,ndala,mapinduzi,1
Shinyanga ,Shinyanga Municipal ,ndala,banduka,2
Shinyanga ,Shinyanga Municipal ,kambarage,mwasele,4
Shinyanga ,Shinyanga Municipal ,kambarage,kambarage,3
Shinyanga ,Shinyanga Municipal ,kambarage,majengo,4
